id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
3362639,21114611122003354000000000U5,CENTRO ESCOLAR NIÑOS HEROES DE CHAPULTEPEC,SECRETARIA DE EDUCACION PUBLICA PRIMARIA VESPERTINO 21EPR0643A,611122,Escuelas de educación primaria del sector público,31 a 50 personas,CALLE,10 SUR,AVENIDA,11 ORIENTE,AVENIDA,23 ORIENTE,CALLE,10 SUR,1501,,,17,,,COLONIA,BARRIO DE ANALCO,EDIFICIO COMERCIAL Y DE SERVICIOS,CENTRO ESCOLAR NIÑOS HEROES DE CHAPULTEPEC,8,72530,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,378A,8,2221523592,PRIMARIAVESPERTINA3@GMAIL.COM,,Fijo,19.03483499,-98.19536284,2014-12
3278388,21114611122003257000000000U0,CENTRO ESCOLAR NIÑOS HEROES DE CHAPULTEPEC PRIMARIA MATUTINA,ESCUELA PRIMARIA MATUTINA 21EPR0593J,611122,Escuelas de educación primaria del sector público,51 a 100 personas,CALLE,10 SUR,AVENIDA,11 ORIENTE,AVENIDA,23 ORIENTE,CALLE,10 SUR,1501,,,17,,,COLONIA,BARRIO DE ANALCO,EDIFICIO COMERCIAL Y DE SERVICIOS,CENTRO ESCOLAR NIÑOS HEROES DE CHAPULTEPEC,8,72530,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,378A,8,,EPMCENCH@OUTLOOK.COM,,Fijo,19.03483499,-98.19536284,2010-07
3523212,21114931810000384000000000U8,CENTRO ESCOLAR PDTE GUSTAVO DIAZ ORDAZ PRIMARIA MATUTINA,SECRETARIA DE EDUCACION PUBLICA DEL ESTADO DE PUEBLA,611122,Escuelas de educación primaria del sector público,31 a 50 personas,AVENIDA,3 SUR,CALLE,NINGUNO,AVENIDA,119 PONIENTE,PROLONGACION,9 SUR,,SN,,,,,COLONIA,GUADALUPE HIDALGO,,,,72490,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4186,1,2223267739,PRIMARIA_642B@HOTMAIL.COM,,Fijo,18.98242955,-98.23707983,2011-03
3341841,21114611122003671002000000U2,CENTRO ESCOLAR PROFESOR GREGORIO DE GANTE DIRECCION GENERAL,SECRETARIA DE EDUCACION PUBLICA ESTATAL,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,RICARDO FLORES MAGON,CALLE,TOPOLLA,CALLE,TOPOLLA,CALLE,CAMINO REAL A TLAXCALA,11,,,,,,COLONIA,JUNTA AUXILIAR IZTATLAN TENEXTLATILOYAN,,,,72100,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3296,9,,21AOS4035CPLANTEL@SEPPUE.GOB.MX,,Fijo,19.09388061,-98.21243516,2010-07
3341839,21114611122003613000000000U4,CENTRO ESCOLAR PROFESOR GREGORIO DE GANTE PRIMARIA VESPERTINA,SECRETARIA DE EDUCACION PUBLICA ESTATAL,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,RICARDO FLORES MAGON,CALLE,TOPOLLA,CALLE,TOPOLLA,CALLE,CAMINO REAL A TLAXCALA,11,,,,,,COLONIA,JUNTA AUXILIAR IZTATLAN TENEXTLATILOYAN,,,,72100,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3296,9,,21EPR0356H@SEPPUE.GOB.MX,,Fijo,19.09388061,-98.21243516,2010-07
3254665,21114931610000944000000000U3,CENTRO ESCOLAR PROFRESOR GREGORIO DE GANTE ESCUELA PRIMARIA TURNO MATUTINO,SECRETARIA DE EDUCACION PUBLICA ESTATAL,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,RICARDO FLORES MAGON,CALLE,TOPOLLA,CALLE,TOPOLLA,CALLE,CAMINO REAL A TLAXCALA,11,,,,,,COLONIA,JUNTA AUXILIAR IZTATLAN TENEXTLATILOYAN,,,,72100,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3296,9,,21EPR0615E@SEPPUE.GOB.MX,,Fijo,19.09388061,-98.21243516,2010-07
3346421,21114611122003823001000000U9,CLUB DE LEONES VESPERTINO 21DPR2267C,CLUB DE LEONES VESPERTINO 21DPR2267C,611122,Escuelas de educación primaria del sector público,6 a 10 personas,AVENIDA,6 PONIENTE,CALLE,37 NORTE,PRIVADA,NINGUNO,BOULEVARD,HERMANOS SERDAN,3516,,,,,,COLONIA,AQUILES SERDAN,,,,72140,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3489,28,,PROFEPEREZMIGUEL@GMAIL.COM,,Fijo,19.06132873,-98.22309467,2014-12
8811240,21114611121001993001000000U4,COLEGIO ALMA INFANTIL IFEP,,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,AVENIDA,16 ORIENTE,CALLE,36 NORTE,CALLE,34 NORTE,AVENIDA,18 ORIENTE,3404,,,,,,COLONIA,CRISTOBAL COLON,,,,72072,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,520,23,2211125024,PRIMARIAIFEP@GMAIL.COM,IFEP.MX,Fijo,19.04474588,-98.17018983,2019-11
3411308,21114611121000903000000000U4,COLEGIO ANGLO DEL VALLE,,611121,Escuelas de educación primaria del sector privado,11 a 30 personas,CALLE,NINGUNO,AVENIDA,VALLE DE OLIVOS,CALLE,VALLE DE TAMAULIPAS,CALLE,NINGUNO,7240,,,,,,COLONIA,DEL VALLE,,,,72310,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,5860,24,,,,Fijo,19.05983669,-98.11644565,2010-07
3251760,21114611121000622001000000U0,COLEGIO ANTONIO DE LEON,JARDIN DE NIÑOS ESTRELLITA,611121,Escuelas de educación primaria del sector privado,11 a 30 personas,CALLE,110 PONIENTE,CALLE,13 NORTE,OTRO(ESPECIFIQUE),BARRANCO,ANDADOR,108 PONIENTE,1501,,,,,,COLONIA,JORGE MURAD MACLUF,,,,72016,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,6159,22,2224243038,COL.ANTONIODELEON@HOTMAIL.COM,,Fijo,19.09188056,-98.18219506,2010-07
3470769,21114611111004542001000000U7,COLEGIO CLARIBEL DE ALEGRIA,,611121,Escuelas de educación primaria del sector privado,11 a 30 personas,PRIVADA,GUZMAN,PRIVADA,NINGUNO,CALLE,16 DE SEPTIEMBRE,PRIVADA,NINGUNO,20,,,,,,COLONIA,AGRICOLA IGNACIO ZARAGOZA,,,,72100,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3116,21,2224852562,CLARIBEL.ALEGRIA@YAHOO.COM.MX,,Fijo,19.12350251,-98.2236179,2010-07
3364541,21114611121001742002000000U5,COLEGIO CRISTOBAL COLON DE OCIDENTE,FUNDACION PARA EL FOMENTO EDUCATIVO IDEA Y GEMAER,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,BOULEVARD,22 SUR,AVENIDA,SAN IGNACIO,AVENIDA,SAN FRANCISCO,CALLE,RIO PAPALOAPAN,5740,,,,,,FRACCIONAMIENTO,JARDINES DE SAN MANUEL,,,,72570,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,817,3,2222336772,CRISTOBALCOLON.ICCIDENTE@GMAIL.COM,,Fijo,19.00842909,-98.19709454,2014-12
3375080,21114611121001851001000000U4,COLEGIO EL TESORO DEL SABER PRIMARIA,,611121,Escuelas de educación primaria del sector privado,11 a 30 personas,AVENIDA,ACACIAS,CALLE,JACARANDAS,CALLE,ANTIGUO CAMINO REAL A CASTILLOTLA,CALLE,ANTIGUO CAMINO REAL A CASTILLOTLA,1505,,,,,,COLONIA,TENOCHTITLAN,,,,72490,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,6271,20,2222416490,CPMARCOSOROZCO@YAHOO.COM.MX,,Fijo,18.98554724,-98.25476722,2010-07
3433060,21114611121000843000000000U2,COLEGIO GIUSEPPE VERDI,COLEGIO GIUSEPPE VERDI,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,PRIVADA,15 C SUR,AVENIDA,81 PONIENTE,AVENIDA,79 PONIENTE,BOULEVARD,PROLONGACION 11 SUR,7915,,,,,,COLONIA,SAN JOSE MAYORAZGO,,,,72450,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,1514,53,2223801121,COLEGIO_GIUSEPPEVERDI@HOTMAIL.COM,,Fijo,19.00872805,-98.23538046,2010-07
3257358,21114611121000612002000000U1,COLEGIO INTERNACIONAL,COLEGIO INTERNACIONAL PUEBLA,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,CALLE,GENERAL FRANCISCO DE LA MADRID,CALLE,GENERAL MIGUEL AUZA,CALLE,GENERAL IGNACIO MEJIA,CALLE,GENERAL JESUS GONZALEZ ORTEGA,6,,,,,,FRACCIONAMIENTO,LOMAS DE LORETO,,,,72260,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3563,16,,,,Fijo,19.06179481,-98.18161863,2010-07
8658105,21114611121002072001000000U6,COLEGIO JANUSZ KORCZAK,COLEGIO JANUSZ KORCZAK,611121,Escuelas de educación primaria del sector privado,11 a 30 personas,CALLE,AVENIDA 11 PONIENTE,CALLE,23 SUR,CALLE,25 SUR,AVENIDA,13 PONIENTE,2303,,,,,,COLONIA,AGUILA,,,,72410,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,380,32,,,,Fijo,19.04929053,-98.21793932,2019-11
8724497,21114611121002021000000000U3,COLEGIO JEAN PIAGET PRIMARIA,,611121,Escuelas de educación primaria del sector privado,0 a 5 personas,PROLONGACION,PINOS,CALLE,ALCANFOR,CALLE,ANTIGUO CAMINO REAL A CASTILLOTLA,CALLE,CIPRES,,SN,,,,,COLONIA,LOMAS DE CASTILLOTLA,,,,72498,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,5428,40,,,,Fijo,18.98056607,-98.25944755,2019-11
8811639,21114611121002002000000000U3,COLEGIO JOSE VASCONCELOS PRIMARIA,,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,CALLE,CEDROS,AVENIDA,LAS TORRES,CALLE,PINO,AVENIDA,LAS TORRES,36,,,,,,COLONIA,LOMAS FLOR DEL BOSQUE,,,,72360,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,6110,13,2223423502,,,Fijo,19.03281303,-98.12717563,2019-11
9902130,21114611121002222000000000U7,COLEGIO LA FRATE,FUNDACION SEMBRADOR DE SUEÑOS,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,AVENIDA,BUGAMBILIAS,AVENIDA,BUGAMBILIAS,PRIVADA,FLORES,CALLE,NARDOS,5945,,,,,,COLONIA,BUGAMBILIAS,,,,72580,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,1425,3,,,,Fijo,19.01427373,-98.21325371,2024-11
11221595,21114611121002271000000000U4,COLEGIO LA SALLE DE PUEBLA,COLEGIO LA SALLE DE PUEBLA,611121,Escuelas de educación primaria del sector privado,0 a 5 personas,AVENIDA,35 ORIENTE,CALLE,32 SUR,CALLE,30 SUR,AVENIDA,33 ORIENTE,,SN,,,,,COLONIA,ALSESECA,,,,72540,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3811,29,,,,Fijo,19.02104967,-98.18774098,2024-11
11008406,21114611121002211000000000U0,COLEGIO PATRIA,,611121,Escuelas de educación primaria del sector privado,0 a 5 personas,CALLE,MONTE ARARAT,AVENIDA,EJERCITOS DE ORIENTE,CALLE,CALLE DE LA ROSA,CALLE,SENDERO A,49,,,,,,FRACCIONAMIENTO,LOMAS DE LORETO,,,,72260,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,2245,25,2222362647,,,Fijo,19.05852765,-98.17332467,2024-11
10946460,21114611121002192000000000U2,COLEGIO PATRIA,,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,PRIVADA,63 E ORIENTE,PRIVADA,14 B SUR,PRIVADA,14 C SUR,PRIVADA,63 D ORIENTE,,SN,,,1412,,COLONIA,VILLA UNIVERSITARIA,,,,72589,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,5339,24,2221545864,,,Fijo,19.0017922,-98.20654337,2024-11
8949661,21114611121001912000000000U4,COLEGIO PROFESOR MANUEL URIBE G,,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,CALLE,LIRIOS,AVENIDA,MARGARITAS,CALLE,ROSAS,CALLE,16 DE SEPTIEMBRE,6141,,,,,,COLONIA,BUGAMBILIAS,,,,72580,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,086A,12,,PIDELEALTIEMPOSOME@HOTMAIL.COM,WWW.COLEGIOMANUELURIBE.COM,Fijo,19.01056156,-98.21631233,2019-11
3371787,21114611121001782000000000U1,COLEGIO SALVADOR DIAZ MIRON,,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,PRIVADA,NINGUNO,CALLE,109 ORIENTE O YERMO Y PARRES,PRIVADA,NINGUNO,BOULEVARD,SAN JOSE,10,,,,,,COLONIA,XILOTZINGO,,,,72583,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,2902,1,,COLE_SALVADOR_DIAZ_MIRON.COM@HOT.COM.MX,,Fijo,18.97572939,-98.20581937,2014-12
3440167,21114611121000211001000000U2,COLEGIO SAN FRANCISCO DE SALES,COLEGIO SAN FRANCISCO DE SALES,611121,Escuelas de educación primaria del sector privado,0 a 5 personas,CALLE,WASHINGTON,CALLE,40 NORTE,CALLE,38 NORTE,AVENIDA,MIGUEL HIDALGO,18,,,,,,COLONIA,CRISTOBAL COLON,,,,72330,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,5343,4,,DIFUSIONTSS@HOTMAIL.COM,,Fijo,19.04515024,-98.16680658,2010-07
3453048,21114611121001243002000000U4,COLEGIO SATELITE PRIMARIA,COLEGIO SATELITE MAGISTERIAL ,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,BOULEVARD,CLAVIJERO,CALLE,JOSE LUIS RODRIQUEZ ALCONEDO,AVENIDA,HUGO LEIGH,OTRO(ESPECIFIQUE),NINGUNO,,SN,,,,,COLONIA,FRANCISCO JAVIER CLAVIJERO,,,,72390,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4519,2,,,,Fijo,19.02697149,-98.14138519,2010-07
10283405,21114611121002232000000000U6,COLEGIO SCHILLER,,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,CALLE,PINO SUAREZ,CALLE,NINGUNO,CALLE,PINO SUAREZ,CALLE,NINGUNO,,SN,,,,,BARRIO,DE GUADALUPE TLATELPAN,,,,72595,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,6407,11,,,,Fijo,18.97036009,-98.17451373,2024-11
3264977,21114611171000883001000000U3,COLEGIO SOR JUANA INES DE LA CRUZ,JUANA DE ASBAJE,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,AVENIDA,REFORMA,CALLE,15 NORTE,CALLE,17 NORTE,CALLE,AVENIDA 2 PONIENTE,1504,,,,,,COLONIA,CENTRO,,,,72000,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,499,40,2222329015,SJICPUEBLA@HOTMAIL.COM,,Fijo,19.04994492,-98.20931802,2010-07
3271340,21114611121001253001000000U3,COLEGIO VILLAURRUTIA NIVEL PRIMARIA,COLEGIO DIEGO DE LA CRUZ,611121,Escuelas de educación primaria del sector privado,11 a 30 personas,PRIVADA,BENITO JUAREZ,PRIVADA,BENITO JUAREZ,AVENIDA,141 PONIENTE,CALLE,MELCHOR OCAMPO,,SN,,,,,COLONIA,SAN ISIDRO CASTILLOTLA PRIMERA SECCION,,,,72498,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,6267,43,,COLEGIOVILLAURRUTIA@HOTMAIL.COM,,Fijo,18.97813887,-98.267892,2012-06
3461176,21114611121001093002000000U3,COLORS BILINGUAL SCHOOL,,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,CALLE,53 SUR,AVENIDA,23 PONIENTE,AVENIDA,25 PONIENTE,CALLE,53 SUR,2301,,,,,,COLONIA,REFORMA,,,,72160,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3690,35,2229607417,CONTACTO@COLORS.EDU.MX,WWW.COLORS.EDU.MX,Fijo,19.05391101,-98.23954716,2010-07
3362888,21114611121001532002000000U0,DARLINGTON SCHOOL,COLEGIO DARLINGTON,611121,Escuelas de educación primaria del sector privado,6 a 10 personas,CALLE,12 A SUR,AVENIDA,33 ORIENTE,AVENIDA,35 ORIENTE,BOULEVARD,14 SUR,3308,,,,,,COLONIA,ANZUREZ,,,,72530,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3807,20,2227554821,COLEGIO_DARLINGTON_PRIM@HOTMAIL.COM,,Fijo,19.02676277,-98.19776427,2014-12
3520142,21114611122002413000000000U0,ESCUELA 12 DE OCTUBRE,SECRETARIA DE EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,11 a 30 personas,CALLE,NINGUNO,CALLE,TOLTECAS,CALLE,ZAPOTECAS,PRIVADA,AZTECAS,,SN,,,,,COLONIA,LOS PINOS MAYORAZGO,,,,72480,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4330,1,,,,Fijo,19.00208588,-98.23767273,2010-07
3513731,21114611122002803000000000U2,ESCUELA AGUSTIN MELGAR,SECRETARIA DE EDUCACION PUBLICA SEP,611122,Escuelas de educación primaria del sector público,11 a 30 personas,AVENIDA,AVENIDA DE LAS FLORES,ANDADOR,AYAQUICA,CERRADA,VALENTIN GONZALEZ,ANDADOR,VIRGILIO,,SN,,,,,UNIDAD HABITACIONAL,XILOTZINGO,,,,72593,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4561,28,2222451328,,,Fijo,18.99163605,-98.19733396,2010-07
3446291,21114611122002523001000000U6,ESCUELA BENEMERITO DE LAS AMERICAS TURNO VESPERTINO,,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,PORFIRIO DIAZ,CALLE,VENUSTIANO CARRANZA,AVENIDA,AVENIDA DE LOS MARTIRES,CALLE,5 DE MAYO,,SN,,,,,COLONIA,ALAMOS,,,,72320,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,3648,30,,BENEMERITOESCUELA@GMAIL.COM,,Fijo,19.04123748,-98.15271263,2010-07
3452896,21114611122000452000000000U0,ESCUELA BILINGUE OCTAVIO PAZ,SECRETARIA DE LA EDUCACION PUBLICA,611122,Escuelas de educación primaria del sector público,6 a 10 personas,CALLE,IGNACIO ALLENDE,CALLE,NARDOS,CALLE,LAS MARGARITAS,CALLE,NICOLAS BRAVO,,SN,,,,,COLONIA,CLAVIJERO,,,,72930,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,1548,36,2221278534,,,Fijo,19.02731195,-98.13417226,2010-07
8186727,21114611121002143000000000U5,ESCUELA CALASANZ DE PUEBLA,CARLOS FRAGOSO ARCE AC,611121,Escuelas de educación primaria del sector privado,11 a 30 personas,AVENIDA,DEL EJIDO O CALLE 10 SUR,CALLE,BARTOLOME,OTRO(ESPECIFIQUE),NINGUNO,CALLE,8 SUR,8933,,,,,,COLONIA,LOMA LINDA,,,,72477,21,Puebla,114,Puebla,1,Heroica Puebla de Zaragoza                                                                                    ,4608,2,,KALITOSFRAGOSO@GMAIL.COM,,Fijo,18.99203043,-98.21682424,2019-11
